回答一覧表
2,2023,0710,13:12:26,Q01---,[1] y'=  4x^(3),[2] y'=  fr(1，x),[3]
4,2023,0710,13:9:22,Q01---,[1] y'=  4x^(3),[2] y'=  -1,[3]    ここはまだ大丈夫なはず<
8,2023,0710,13:9:56,Q01---,[1] y'=  4x^(3),[2] y'=  -1,[3]    論理はよく理解していないけれど高校時代のやり方と公式があればギリギリ解けます。
3,2023,0710,13:9:26,Q01---,[1] y'=  4x^(3),[2] y'=  -1,[3]    解き方が分かれば簡単
6,2023,0710,13:11:24,Q01---,[1] y'=  4x^(3),[2] y'=  -1x,[3]    むずい
7,2023,0710,13:13:18,Q01---,[1] y'=  4x^(3),[2] y'=  -x^(-2),[3]
9,2023,0710,13:10:11,Q01---,[1] y'=  4x^3,[2] y'=  -x^(-2),[3]    もんだいなし
5,2023,0710,13:10:39,Q01---,[1] y'=  4x^(3),[2] y'=  -x^(-2),[3]    簡単な問題が多めだった。
1,2023,0710,13:9:56,Q01---,[1] y'=  4x^(3),[2] y'=  -fr(1，x^(2)),[3]    高校で数三までやったので(多分)大丈夫です
10,2023,0710,13:8:35,Q01---,[1] y'=  4x^(3),[2] y'=  -1x^(-2),[3]    少し思い出してきた。
