回答一覧表
4,2023,0710,13:25:35,Q06---,[1] (log(x))'=  0,[2]  わからなかった
8,2023,0710,13:23:2,Q06---,[1] (log(x))'=  fr(1，x),[2]  少し公式があっても心配気味
3,2023,0710,13:31:43,Q06---,[1] (log(x))'=  fr(log(e)x，log(e)10),[2]  よくわからない
6,2023,0710,13:33:2,Q06---,[1] (log(x))'=  fr(1，x),[2]  つかれた
9,2023,0710,13:29:30,Q06---,[1] (log(x))'=  fr(1，x),[2]  ナイナイ
1,2023,0710,13:28:10,Q06---,[1] (log(x))'=  x^(-1),[2]  うっかり忘れてしまいますね
10,2023,0710,13:23:51,Q06---,[1] (log(x))'=  -x^(x-1),[2]  少ししか覚えられてない
2,2023,0710,13:36:46,Q06---,[1] (log(x))'=  fr(1，x),[2]
8,2023,0710,13:25:7,Q06---,[1] (log(x))'=  fr(1，x),[2]  この問6、2つありません？
9,2023,0710,13:29:30,Q06---,[1] (log(x))'=  fr(1，x),[2]  ナイナイ
5,2023,0710,13:27:1,Q06---,[1] (log(x))'=  fr(1，x),[2]  忘れているものがあった。
